chunk_id,canonical_url,url,url_hash,seed_url_id,chunk_index,section_heading,heading_path,chunk_text,embedding_text,token_count,nearby_links,category_id,category_label,domain,source_group,source_owner,source_publisher,authority_level,terms_url,licence_or_terms,retrieved_at,source_updated_at,source_priority_rank,freshness_score,content_hash,section_hash,info_type_tags,has_contact_info,has_required_docs,has_eligibility,has_costs_coverage,has_location,has_deadlines,has_booking_steps,has_emergency_info,review_status,label_method,label_confidence,vector_id,student_type,jurisdiction,language,risk_level,pipeline_version,pipeline_run_id,artifact_schema_version,generated_at,questionnaire_metadata_version,seed_config_hash,questionnaire_config_hash,crawl_config_hash,chunking_config_version,link_priority_config_version,embedding_model
42a7fbd29197c40cab7e,https://www.mcgill.ca/internationalstudents,https://www.mcgill.ca/internationalstudents,485e6b92fdb38c567980,mcgill-iss,0,International Student Services,International Student Services,"Health Insurance (IHI) Our office and phoneline will be closed June 24th, June 26th, July 1st, and July 3rd.","International Student Services: Health Insurance (IHI) Our office and phoneline will be closed June 24th, June 26th, July 1st, and July 3rd.",22,"[""https://www.mcgill.ca/internationalstudents/health""]",immigration_status,Immigration and legal status,www.mcgill.ca,mcgill,International Student Services,McGill University,official_university,https://www.mcgill.ca/copyright/,allows_non_commercial_or_link_and_paraphrase,2026-06-24T07:40:10+00:00,"Wed, 24 Jun 2026 05:01:01 GMT",40,0.795081,451b7af74a915e0ba80c68a89df5ea88869338e05d76fec61ecef6f22cdbe9af,0d8706c6dbae554a93196a51fa87d4b073c17be31b330d1b2a6f14ea7898bb9a,contact|costs_coverage,true,false,false,true,false,false,false,false,silver_unreviewed,deterministic_keyword,high,42a7fbd29197c40cab7e,international_student,mcgill,en,high_risk,1.0.0,20260701T223504Z,2,2026-07-01T22:35:04+00:00,2,a2858cb02a78ac24c244efe1f4b6b9a7cdc7801c914c1381a1917f1fd12ec3b8,c7be6a5508632e0cb9c502bc5a3259e35e5678431f51f451004fbbfd008c7258,2c774104781ff52e68c13b6dd36cb1048005621267e6632b8e4a11134b85e9f3,1,1,sentence-transformers/all-MiniLM-L6-v2
1a9777df679b0b5b86ac,https://www.mcgill.ca/internationalstudents,https://www.mcgill.ca/internationalstudents,485e6b92fdb38c567980,mcgill-iss,1,Immigration,International Student Services > Immigration,Visit our immigration web page for more information.,International Student Services > Immigration: Visit our immigration web page for more information.,13,"[""https://www.mcgill.ca/internationalstudents/immigration-documents""]",immigration_status,Immigration and legal status,www.mcgill.ca,mcgill,International Student Services,McGill University,official_university,https://www.mcgill.ca/copyright/,allows_non_commercial_or_link_and_paraphrase,2026-06-24T07:40:10+00:00,"Wed, 24 Jun 2026 05:01:01 GMT",40,0.795081,451b7af74a915e0ba80c68a89df5ea88869338e05d76fec61ecef6f22cdbe9af,dce964c1720fb13005f5b024637586889936a417286e789938c13a7aec397a09,required_docs,false,true,false,false,false,false,false,false,silver_unreviewed,deterministic_keyword,medium,1a9777df679b0b5b86ac,international_student,mcgill,en,high_risk,1.0.0,20260701T223504Z,2,2026-07-01T22:35:04+00:00,2,a2858cb02a78ac24c244efe1f4b6b9a7cdc7801c914c1381a1917f1fd12ec3b8,c7be6a5508632e0cb9c502bc5a3259e35e5678431f51f451004fbbfd008c7258,2c774104781ff52e68c13b6dd36cb1048005621267e6632b8e4a11134b85e9f3,1,1,sentence-transformers/all-MiniLM-L6-v2
20cc6abd2c74516da93c,https://www.mcgill.ca/internationalstudents,https://www.mcgill.ca/internationalstudents,485e6b92fdb38c567980,mcgill-iss,2,Programs,International Student Services > Programs,Visit our programs web page for more information.,International Student Services > Programs: Visit our programs web page for more information.,13,"[""https://www.mcgill.ca/internationalstudents/once-here""]",immigration_status,Immigration and legal status,www.mcgill.ca,mcgill,International Student Services,McGill University,official_university,https://www.mcgill.ca/copyright/,allows_non_commercial_or_link_and_paraphrase,2026-06-24T07:40:10+00:00,"Wed, 24 Jun 2026 05:01:01 GMT",40,0.795081,451b7af74a915e0ba80c68a89df5ea88869338e05d76fec61ecef6f22cdbe9af,c06afc0f91a9528e0bab4b103d6d926cb1b7ff2be46fee01218f343446c63c08,required_docs,false,true,false,false,false,false,false,false,silver_unreviewed,deterministic_keyword,medium,20cc6abd2c74516da93c,international_student,mcgill,en,high_risk,1.0.0,20260701T223504Z,2,2026-07-01T22:35:04+00:00,2,a2858cb02a78ac24c244efe1f4b6b9a7cdc7801c914c1381a1917f1fd12ec3b8,c7be6a5508632e0cb9c502bc5a3259e35e5678431f51f451004fbbfd008c7258,2c774104781ff52e68c13b6dd36cb1048005621267e6632b8e4a11134b85e9f3,1,1,sentence-transformers/all-MiniLM-L6-v2
d17f703a3441562d9080,https://www.mcgill.ca/internationalstudents,https://www.mcgill.ca/internationalstudents,485e6b92fdb38c567980,mcgill-iss,3,Work and Permits,International Student Services > Work and Permits,Visit our work and permits web page for more information.,International Student Services > Work and Permits: Visit our work and permits web page for more information.,17,"[""https://www.mcgill.ca/internationalstudents/work""]",immigration_status,Immigration and legal status,www.mcgill.ca,mcgill,International Student Services,McGill University,official_university,https://www.mcgill.ca/copyright/,allows_non_commercial_or_link_and_paraphrase,2026-06-24T07:40:10+00:00,"Wed, 24 Jun 2026 05:01:01 GMT",40,0.795081,451b7af74a915e0ba80c68a89df5ea88869338e05d76fec61ecef6f22cdbe9af,91bae351bee76026316e2276b9d515f6ffaa299df84ade5bc9e4bb487931151c,required_docs,false,true,false,false,false,false,false,false,silver_unreviewed,deterministic_keyword,medium,d17f703a3441562d9080,international_student,mcgill,en,high_risk,1.0.0,20260701T223504Z,2,2026-07-01T22:35:04+00:00,2,a2858cb02a78ac24c244efe1f4b6b9a7cdc7801c914c1381a1917f1fd12ec3b8,c7be6a5508632e0cb9c502bc5a3259e35e5678431f51f451004fbbfd008c7258,2c774104781ff52e68c13b6dd36cb1048005621267e6632b8e4a11134b85e9f3,1,1,sentence-transformers/all-MiniLM-L6-v2
b5ff95b873e8ca068a48,https://www.mcgill.ca/internationalstudents,https://www.mcgill.ca/internationalstudents,485e6b92fdb38c567980,mcgill-iss,4,International Health Insurance,International Student Services > International Health Insurance,"Visit our international health insurance (IHI) web page for more information. International Student Services offers a wide range of services to undergraduate and graduate students, visiting and exchange students, and all other students who have paid McGill student services fees. Students registered with McGill’s School of Continuing Studies should contact the School of Continuing Studies .","International Student Services > International Health Insurance: Visit our international health insurance (IHI) web page for more information. International Student Services offers a wide range of services to undergraduate and graduate students, visiting and exchange students, and all other students who have paid McGill student services fees. Students registered with McGill’s School of Continuing Studies should contact the School of Continuing Studies .",63,"[""https://www.mcgill.ca/continuingstudies/contact-us"", ""https://www.mcgill.ca/internationalstudents/health""]",immigration_status,Immigration and legal status,www.mcgill.ca,mcgill,International Student Services,McGill University,official_university,https://www.mcgill.ca/copyright/,allows_non_commercial_or_link_and_paraphrase,2026-06-24T07:40:10+00:00,"Wed, 24 Jun 2026 05:01:01 GMT",40,0.795081,451b7af74a915e0ba80c68a89df5ea88869338e05d76fec61ecef6f22cdbe9af,02a4db0859c49a6bbdd109da322e237cdc68a49fb4ba179b1364fbba8aabe020,booking_steps|contact|costs_coverage|required_docs,true,true,false,true,false,false,true,false,silver_unreviewed,deterministic_keyword,high,b5ff95b873e8ca068a48,international_student,mcgill,en,high_risk,1.0.0,20260701T223504Z,2,2026-07-01T22:35:04+00:00,2,a2858cb02a78ac24c244efe1f4b6b9a7cdc7801c914c1381a1917f1fd12ec3b8,c7be6a5508632e0cb9c502bc5a3259e35e5678431f51f451004fbbfd008c7258,2c774104781ff52e68c13b6dd36cb1048005621267e6632b8e4a11134b85e9f3,1,1,sentence-transformers/all-MiniLM-L6-v2
a861e0795c9749d26a97,https://www.mcgill.ca/internationalstudents,https://www.mcgill.ca/internationalstudents,485e6b92fdb38c567980,mcgill-iss,5,Office of International Student Services,International Student Services > Office of International Student Services,Column 1 Student Services Campus Life & Engagement Career Planning Service Scholarships and Student Aid First People's House Office of Religious and Spiritual Life Student Accessibility And Achievement Student Wellness Hub Student Services Student Services Campus Life & Engagement Career Planning Service Scholarships and Student Aid First People's House Office of Religious and Spiritual Life Student Accessibility And Achievement Student Wellness Hub Student Services Campus Life & Engagement Career Planning Service Scholarships and Student Aid First People's House Office of Religious and Spiritual Life Student Accessibility And Achievement Student Wellness Hub Column 3 ISS On The Web ISS on Facebook ISS on Instagram ISS On The Web ISS on Facebook ISS on Instagram,International Student Services > Office of International Student Services: Column 1 Student Services Campus Life & Engagement Career Planning Service Scholarships and Student Aid First People's House Office of Religious and Spiritual Life Student Accessibility And Achievement Student Wellness Hub Student Services Student Services Campus Life & Engagement Career Planning Service Scholarships and Student Aid First People's House Office of Religious and Spiritual Life Student Accessibility And Achievement Student Wellness Hub Student Services Campus Life & Engagement Career Planning Service Scholarships and Student Aid First People's House Office of Religious and Spiritual Life Student Accessibility And Achievement Student Wellness Hub Column 3 ISS On The Web ISS on Facebook ISS on Instagram ISS On The Web ISS on Facebook ISS on Instagram,122,"[""https://www.facebook.com/mcgill.iss"", ""https://www.instagram.com/issmcgill"", ""https://www.mcgill.ca/access-achieve"", ""https://www.mcgill.ca/caps"", ""https://www.mcgill.ca/cle"", ""https://www.mcgill.ca/fph"", ""https://www.mcgill.ca/internationalstudents"", ""https://www.mcgill.ca/morsl"", ""https://www.mcgill.ca/studentaid"", ""https://www.mcgill.ca/studentservices"", ""https://www.mcgill.ca/wellness-hub""]",immigration_status,Immigration and legal status,www.mcgill.ca,mcgill,International Student Services,McGill University,official_university,https://www.mcgill.ca/copyright/,allows_non_commercial_or_link_and_paraphrase,2026-06-24T07:40:10+00:00,"Wed, 24 Jun 2026 05:01:01 GMT",40,0.795081,451b7af74a915e0ba80c68a89df5ea88869338e05d76fec61ecef6f22cdbe9af,57d5d20bac6464d8567937c29914e876acfddb17dca0aa3f061371f1d95f3b8a,booking_steps|contact|location|required_docs,true,true,false,false,true,false,true,false,silver_unreviewed,deterministic_keyword,high,a861e0795c9749d26a97,international_student,mcgill,en,high_risk,1.0.0,20260701T223504Z,2,2026-07-01T22:35:04+00:00,2,a2858cb02a78ac24c244efe1f4b6b9a7cdc7801c914c1381a1917f1fd12ec3b8,c7be6a5508632e0cb9c502bc5a3259e35e5678431f51f451004fbbfd008c7258,2c774104781ff52e68c13b6dd36cb1048005621267e6632b8e4a11134b85e9f3,1,1,sentence-transformers/all-MiniLM-L6-v2
8f4c06055bfb7128c636,https://www.mcgill.ca/internationalstudents/health,https://www.mcgill.ca/internationalstudents/health,13ba5b128cbfaf5fd8ac,mcgill-ihi,0,Compulsory International Health Insurance (IHI) | International Student Services - McGill University,Compulsory International Health Insurance (IHI) | International Student Services - McGill University,"Health Insurance (IHI) Our office and phoneline will be closed June 24th, June 26th, July 1st, and July 3rd. Activate Your Coverage Canadian Non-Resident Sign-up Contact Medavie Blue Cross","Compulsory International Health Insurance (IHI) | International Student Services - McGill University: Health Insurance (IHI) Our office and phoneline will be closed June 24th, June 26th, July 1st, and July 3rd. Activate Your Coverage Canadian Non-Resident Sign-up Contact Medavie Blue Cross",41,"[""https://www.mcgill.ca/internationalstudents/health"", ""https://www.mcgill.ca/internationalstudents/health/activate-ihi-coverage"", ""https://www.mcgill.ca/internationalstudents/health/canadian-non-residents-and-permanent-residents"", ""https://www.mcgill.ca/internationalstudents/health/contact-medavie-blue-cross""]",insurance,Health insurance and coverage,www.mcgill.ca,mcgill,International Student Services,McGill University,official_university,https://www.mcgill.ca/copyright/,allows_non_commercial_or_link_and_paraphrase,2026-06-24T07:40:10+00:00,"Wed, 24 Jun 2026 05:03:38 GMT",40,0.79512,eb158c6dc5c9878365901a1558f6041fab474e6d3a52ab334f6d9fd5ebdda505,5aa23dc55202d9be8a95dd736ce6b9fc2e46f3b957b433b916a67e634b80d433,contact|costs_coverage|required_docs,true,true,false,true,false,false,false,false,silver_unreviewed,deterministic_keyword,high,8f4c06055bfb7128c636,international_student,mcgill,en,high_risk,1.0.0,20260701T223504Z,2,2026-07-01T22:35:04+00:00,2,a2858cb02a78ac24c244efe1f4b6b9a7cdc7801c914c1381a1917f1fd12ec3b8,c7be6a5508632e0cb9c502bc5a3259e35e5678431f51f451004fbbfd008c7258,2c774104781ff52e68c13b6dd36cb1048005621267e6632b8e4a11134b85e9f3,1,1,sentence-transformers/all-MiniLM-L6-v2
95a78315e06f8ae8aa43,https://www.mcgill.ca/internationalstudents/health,https://www.mcgill.ca/internationalstudents/health,13ba5b128cbfaf5fd8ac,mcgill-ihi,1,Who is Covered?,Who is Covered?,Discover who is covered under the International Health Insurance (IHI).,Who is Covered?: Discover who is covered under the International Health Insurance (IHI).,13,[],insurance,Health insurance and coverage,www.mcgill.ca,mcgill,International Student Services,McGill University,official_university,https://www.mcgill.ca/copyright/,allows_non_commercial_or_link_and_paraphrase,2026-06-24T07:40:10+00:00,"Wed, 24 Jun 2026 05:03:38 GMT",40,0.79512,eb158c6dc5c9878365901a1558f6041fab474e6d3a52ab334f6d9fd5ebdda505,9634f612a45552a409bdeba32a4d862cc465db4abcc41e1fda6d5aaf2ea1b176,costs_coverage,false,false,false,true,false,false,false,false,silver_unreviewed,deterministic_keyword,medium,95a78315e06f8ae8aa43,international_student,mcgill,en,high_risk,1.0.0,20260701T223504Z,2,2026-07-01T22:35:04+00:00,2,a2858cb02a78ac24c244efe1f4b6b9a7cdc7801c914c1381a1917f1fd12ec3b8,c7be6a5508632e0cb9c502bc5a3259e35e5678431f51f451004fbbfd008c7258,2c774104781ff52e68c13b6dd36cb1048005621267e6632b8e4a11134b85e9f3,1,1,sentence-transformers/all-MiniLM-L6-v2
b83f17f4fac3839a3702,https://www.mcgill.ca/internationalstudents/health,https://www.mcgill.ca/internationalstudents/health,13ba5b128cbfaf5fd8ac,mcgill-ihi,2,Activate your Coverage,Activate your Coverage,Discover how to activate your international health insurance coverage.,Activate your Coverage: Discover how to activate your international health insurance coverage.,12,[],insurance,Health insurance and coverage,www.mcgill.ca,mcgill,International Student Services,McGill University,official_university,https://www.mcgill.ca/copyright/,allows_non_commercial_or_link_and_paraphrase,2026-06-24T07:40:10+00:00,"Wed, 24 Jun 2026 05:03:38 GMT",40,0.79512,eb158c6dc5c9878365901a1558f6041fab474e6d3a52ab334f6d9fd5ebdda505,9638009c8261e35ba835a57c6fa60ea65073527a796b4f047cd75287dc4df91d,booking_steps|costs_coverage,false,false,false,true,false,false,true,false,silver_unreviewed,deterministic_keyword,high,b83f17f4fac3839a3702,international_student,mcgill,en,high_risk,1.0.0,20260701T223504Z,2,2026-07-01T22:35:04+00:00,2,a2858cb02a78ac24c244efe1f4b6b9a7cdc7801c914c1381a1917f1fd12ec3b8,c7be6a5508632e0cb9c502bc5a3259e35e5678431f51f451004fbbfd008c7258,2c774104781ff52e68c13b6dd36cb1048005621267e6632b8e4a11134b85e9f3,1,1,sentence-transformers/all-MiniLM-L6-v2
fdd033161b31b0240ca5,https://www.mcgill.ca/internationalstudents/health,https://www.mcgill.ca/internationalstudents/health,13ba5b128cbfaf5fd8ac,mcgill-ihi,3,Canadian Non-Residents,Canadian Non-Residents,Discover how to enroll in international health insurance as a non-resident of Canada or as a new permanent resident.,Canadian Non-Residents: Discover how to enroll in international health insurance as a non-resident of Canada or as a new permanent resident.,21,[],insurance,Health insurance and coverage,www.mcgill.ca,mcgill,International Student Services,McGill University,official_university,https://www.mcgill.ca/copyright/,allows_non_commercial_or_link_and_paraphrase,2026-06-24T07:40:10+00:00,"Wed, 24 Jun 2026 05:03:38 GMT",40,0.79512,eb158c6dc5c9878365901a1558f6041fab474e6d3a52ab334f6d9fd5ebdda505,f527fbf192d39e55b1beee8480d33e39013692d802013b4f06d9e432487eb94a,booking_steps|costs_coverage|required_docs,false,true,false,true,false,false,true,false,silver_unreviewed,deterministic_keyword,high,fdd033161b31b0240ca5,international_student,mcgill,en,high_risk,1.0.0,20260701T223504Z,2,2026-07-01T22:35:04+00:00,2,a2858cb02a78ac24c244efe1f4b6b9a7cdc7801c914c1381a1917f1fd12ec3b8,c7be6a5508632e0cb9c502bc5a3259e35e5678431f51f451004fbbfd008c7258,2c774104781ff52e68c13b6dd36cb1048005621267e6632b8e4a11134b85e9f3,1,1,sentence-transformers/all-MiniLM-L6-v2
